27.3994   38.2125
26.7386   35.3609
26.161   32.7837
24.116   29.8294
23.9114   28.1076
23.0667   26.8739
23.0667   26.0127
22.2377   24.5893
20.5814   24.0321
20.5814   23.3609
20.5472   22.7511
20.4219   21.996
20.0491   21.2424
18.4596   20.9266
17.7562   20.5242
17.7562   19.8841
17.7365   19.4824
17.3155   18.9858
17.3155   18.5425
17.3155   18.0372
16.8788   17.7153
16.0285   17.6507
16.0048   17.3911
16.0048   16.9181
15.8571   16.6222
15.0319   16.6733
14.9504   16.4552
14.8027   16.2178
14.8027   15.9
14.5092   15.5345
14.5092   15.5666
14.5092   15.4401
14.4988   15.143
14.2987   14.9002
14.2586   14.733
13.6582   14.4712
13.0409   14.3766
13.0409   14.3059
13.0409   14.0614
12.4433   13.9591
12.4433   13.5245
12.4433   13.5466
12.3564   13.1471
12.3564   12.898
11.8249   12.7607
11.8249   12.8029
11.8249   12.7601
11.8249   12.7107
11.8249   12.6376
11.8249   12.4628
11.8249   12.3376
11.8237   12.2773
11.8237   12.1567
11.7842   12.2333
11.7842   12.2318
11.7842   12.3174
11.783   12.1892
11.2444   12.1285
11.2444   12.0196
11.2433   11.9383
11.2386   12.0658
11.2191   11.5942
11.2191   11.5067
11.2188   11.5069
11.2188   11.4215
11.2154   11.5579
11.2154   11.4854
11.2116   11.44
11.2116   11.5081
11.2116   11.7246
11.2116   11.8189
11.2116   11.6757
11.2116   11.6153
11.2116   11.7556
11.2116   11.7198
11.2116   11.4808
11.2116   11.2501
11.2116   11.5083
11.2116   11.3834
11.2116   11.4927
11.2116   11.3251
11.2116   11.4026
11.2116   11.2777
11.2116   11.3395
11.2116   11.5282
11.2116   11.3343
11.1875   11.3609
11.1875   11.3696
11.1875   11.3851
11.1832   11.4568
11.1832   11.3869
10.9017   11.4358
10.9017   11.4459
10.9017   11.3499
10.4146   11.2575
10.4146   11.3434
9.70968   11.2052
9.66426   11.1508
9.63332   11.0141
9.5879   10.8821
9.5879   10.5651
9.37329   9.90584
9.37329   9.80622
9.37329   9.70336
9.35653   9.7455
9.35653   9.54154
9.35653   9.64995
8.89421   9.61837
8.89421   9.68694
8.89421   9.50042
8.60795   9.31558
8.29503   9.16072
8.29503   9.02712
8.0558   9.06117
8.0558   8.9515
7.72576   8.67913
7.72576   8.49372
7.41292   8.17122
7.41292   8.02208
7.41292   7.92205
7.10333   7.75892
7.10333   7.56843
7.10333   7.37579
7.10333   7.36939
6.94885   7.21157
6.94885   7.29634
6.94885   7.1784
6.94885   7.15344
6.94885   7.09829
6.94885   7.08934
6.94885   7.22451
6.94885   7.25091
6.94885   7.26322
6.94885   7.42762
6.94885   7.36556
6.94885   7.11982
6.94885   7.08447
6.94885   7.28384
6.94885   7.21173
6.94885   7.20075
6.94885   7.04857
6.94885   6.97382
6.94885   7.06303
6.94885   7.05222
6.94885   7.02189
6.94885   7.16503
6.94885   7.29441
6.94885   7.22872
6.94885   7.00604
6.94885   7.12244
6.2403   7.17336
6.2403   7.15073
6.2403   6.91733
6.2403   7.11444
6.2403   7.67832
6.2403   7.51144
6.2403   7.76916
6.2403   7.20152
6.2403   6.94215
6.2403   6.72438
6.2403   6.55347
6.2403   6.53843
6.2403   6.51159
6.2403   6.50247
6.2403   6.62512
6.2403   6.30334
6.2403   6.41437
6.2403   6.32376
6.2403   6.27558
6.2403   6.33683
6.2403   6.30445
6.2403   6.28381
6.2403   6.5427
6.2403   6.47773
6.2403   6.52208
6.2403   6.64397
6.2403   6.45913
6.2403   6.32439
6.2403   6.41003
6.2403   6.6023
6.2403   6.43841
6.2403   6.29021
6.2403   6.31587
6.2403   6.36766
6.2403   6.25097
6.2403   6.37341
6.2403   6.4321
6.2403   6.40333
6.2403   6.30435
6.2403   6.27253
6.2403   6.38424
6.2403   6.43717
6.2403   6.26268
6.2403   6.35009
6.2403   6.34773
6.2403   6.47161
6.2403   6.3198
6.2403   6.2474
6.2403   6.41369
6.2403   6.44858
6.2403   6.42617
6.2403   6.49049
6.2403   6.35524
6.2403   6.24358
6.2403   6.2539
6.2403   6.31217
6.2403   6.32529
6.2403   6.31191
6.2403   6.35073
6.2403   6.25114
6.2403   6.33173
6.2403   6.28336
6.2403   6.29848
6.2403   6.26696
6.2403   6.26658
6.2403   6.2988
6.2403   6.3496
6.2403   6.48691
6.2403   6.5858
6.2403   6.27035
6.2403   6.34346
6.2403   6.41821
6.2403   6.41108
6.2403   6.24574
6.2403   6.25558
6.2403   6.31119
6.2403   6.40496
6.2403   6.43841
6.2403   6.5606
6.2403   6.53289
6.2403   6.32519
6.2403   6.37247
6.2403   6.53831
6.2403   6.40437
6.2403   6.32208
6.2403   6.3434
6.2403   6.52823
6.2403   6.40941
6.2403   6.2672
6.2403   6.33975
6.2403   6.30622
6.2403   6.49782
6.2403   6.35392
6.2403   6.43762
6.2403   6.34799
6.2403   6.2574
6.2403   6.39765
6.2403   6.34978
6.2403   6.45664
6.2403   6.33699
6.2403   6.38807
6.2403   6.41114
6.2403   6.48592
6.2403   6.47311
6.2403   6.27975
6.2403   6.32536
6.2403   6.27726
6.2403   6.3789
6.2403   6.38562
6.2403   6.49353
6.2403   6.33522
6.2403   6.29659
6.2403   6.33783
6.2403   6.42904
6.2403   6.66105
6.2403   6.59641
6.2403   6.50889
6.2403   6.49611
6.2403   6.48495
6.2403   6.46144
6.2403   6.63079
6.2403   6.74924
6.2403   6.5124
6.2403   6.59154
6.2403   6.41266
6.2403   6.50206
6.2403   6.32234
6.2403   6.30588
6.2403   6.34565
6.2403   6.37112
6.2403   6.33515
6.2403   6.30277
6.2403   6.3653
6.2403   6.36588
6.2403   6.33018
6.2403   6.32107
6.2403   6.51479
6.2403   6.39136
6.2403   6.3656
6.2403   6.33549
6.2403   6.3594
6.2403   6.3563
6.2403   6.28232
6.2403   6.39295
6.2403   6.37359
6.2403   6.45784
6.2403   6.45527
6.2403   6.46324
6.2403   6.32502
6.2403   6.32611
6.2403   6.55306
6.2403   6.44209
6.2403   6.36111
6.2403   6.46616
6.2403   6.44649
6.2403   6.31054
6.2403   6.42908
6.2403   6.37735
6.2403   6.5418
6.2403   6.39459
6.2403   6.49364
6.2403   6.30636
6.2403   6.38806
6.2403   6.42843
6.2403   6.51228
6.2403   6.33074
6.2403   6.32792
6.2403   6.52265
6.2403   6.52269
6.2403   6.3858
6.2403   6.39387
6.2403   6.52836
6.2403   6.32729
6.2403   6.29385
6.2403   6.46058
6.2403   6.31434
6.2403   6.41478
6.2403   6.31901
6.2403   6.31485
6.2403   6.28812
6.2403   6.41611
6.2403   6.33632
6.2403   6.29164
