0.5 0.019468
0.575 0.05724
0.65 0.088416
0.725 0.116106
0.8 0.152314
0.875 0.187432
0.95 0.215268
1.025 0.248386
1.1 0.279118
1.175 0.30657
1.25 0.335918
1.325 0.363992
1.4 0.385118
1.475 0.409642
1.55 0.432014
1.625 0.452402
1.7 0.472298
1.775 0.490818
1.85 0.507356
1.925 0.52337
2 0.538886
