0.500 0.904313 0.011046
0.575 0.772106 0.0141026
0.650 0.565548 0.0111289
0.725 0.40642 0.00864302
0.800 0.29327 0.00591057
0.875 0.222164 0.00569531
0.950 0.172427 0.00476068
1.025 0.135738 0.00367332
1.100 0.110943 0.00296521
1.175 0.0934047 0.00252912
1.250 0.0792878 0.00220284
1.325 0.0688342 0.00197399
1.400 0.0598932 0.00168844
1.475 0.0533892 0.00155152
1.550 0.046816 0.0014836
1.625 0.0427129 0.00139054
1.700 0.0387058 0.00123721
1.775 0.0351366 0.0011458
1.850 0.0322243 0.00109491
1.925 0.0294904 0.00111525
2.000 0.0269708 0.00103099
