0.500 0.89919 0.0083105
0.575 0.725474 0.0115443
0.650 0.538085 0.00846373
0.725 0.403934 0.00705191
0.800 0.285316 0.00611939
0.875 0.215406 0.00381647
0.950 0.172511 0.00354582
1.025 0.13506 0.0025928
1.100 0.111263 0.00263142
1.175 0.0918267 0.0024892
1.250 0.0758862 0.00161832
1.325 0.0656883 0.00127984
1.400 0.0583817 0.0011412
1.475 0.0537422 0.00113932
1.550 0.0464815 0.00102252
1.625 0.0413513 0.000969663
1.700 0.0386714 0.000811338
1.775 0.0362379 0.000743757
1.850 0.0300634 0.000920011
1.925 0.0292487 0.000730214
2.000 0.0276222 0.000725492
